idx,rsmi,psmi,rinchi,pinchi,dE0,dHrxn298,rmg_family
9685,[C:1]([c:2]1[n:3][c:4]([H:11])[c:5]([O:6][H:12])[n:7]1[H:13])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([N:7]([C:5][O:6][H:12])[H:13])[N:3]=[C:4]1[H:11])([H:8])([H:9])[H:10],"InChI=1S/C4H6N2O/c1-3-5-2-4(7)6-3/h2,7H,1H3,(H,5,6)","InChI=1S/C4H6N2O/c1-4(2-5-4)6-3-7/h2,6-7H,1H3/t4-/m0/s1",120.66246000000001,72.10027,
9686,[C:1]([c:2]1[n:3][c:4]([H:11])[c:5]([O:6][H:12])[n:7]1[H:13])([H:8])([H:9])[H:10],[C:1]([C:2]1=[N:3][C@:4]1(/[C:5]([O:6][H:12])=[N:7]/[H:13])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C4H6N2O/c1-3-5-2-4(7)6-3/h2,7H,1H3,(H,5,6)","InChI=1S/C4H6N2O/c1-2-3(6-2)4(5)7/h3H,1H3,(H2,5,7)/t3-/m1/s1",86.66775,37.68769,
9687,[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],[O:1]1[C:2]([H:9])([H:10])[C:3]2([H:11])[C:4]([H:12])([H:13])[C:5]1([O:6][H:8])[C:7]2([H:14])[H:15],"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h4,6H,1-3H2","InChI=1S/C5H8O2/c6-5-1-4(2-5)3-7-5/h4,6H,1-3H2",59.04325,8.444239999999999,
9688,[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],[C:4](=[C:5]=[O:6])([H:12])[H:13].[O:1]([C:2]([C:3](=[C:7]([H:14])[H:15])[H:11])([H:9])[H:10])[H:8],"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h4,6H,1-3H2","InChI=1S/C3H6O.C2H2O/c1-2-3-4;1-2-3/h2,4H,1,3H2;1H2",45.4445,23.378610000000002,
9689,[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],[O:1]([C:2]([C@:3]1([H:11])[C:4]([H:12])=[C:5]([O:6][H:13])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h4,6H,1-3H2","InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h1,4,6-7H,2-3H2/t4-/m1/s1",78.15573,16.16974,ketoenol
9690,[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],[H:11][H:13].[O:1]([C:2]([C:3]1=[C:4]([H:12])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h4,6H,1-3H2","InChI=1S/C5H6O2.H2/c6-3-4-1-5(7)2-4;/h1,6H,2-3H2;1H",99.82215,31.225240000000003,
9691,[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],[O:1]([C:2]([C:3][C:7]([C:5]([C:4]([H:11])([H:12])[H:13])=[O:6])([H:14])[H:15])([H:9])[H:10])[H:8],"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h4,6H,1-3H2","InChI=1S/C5H8O2/c1-5(7)3-2-4-6/h6H,3-4H2,1H3",75.20498,66.24903,
9692,[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],[O:1]([C:7]([C:5]([C:4]([C:3](=[C:2]([H:9])[H:10])[H:11])([H:12])[H:13])=[O:6])([H:14])[H:15])[H:8],"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h4,6H,1-3H2","InChI=1S/C5H8O2/c1-2-3-5(7)4-6/h2,6H,1,3-4H2",75.76548000000001,1.07437,
9693,[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],[H:8][H:10].[O:1]=[C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])[H:9],"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h4,6H,1-3H2","InChI=1S/C5H6O2.H2/c6-3-4-1-5(7)2-4;/h3-4H,1-2H2;1H",85.79248,17.83801,
9694,[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],[O:1]([C:2]([C:3]([C:7]([C:5](=[C+:4][H:12])[O-:6])([H:14])[H:15])([H:11])[H:13])([H:9])[H:10])[H:8],"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h4,6H,1-3H2","InChI=1S/C5H8O2/c1-5(7)3-2-4-6/h1,6H,2-4H2",74.38258,68.16275999999999,
9695,[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],[C:2]1([H:9])([H:10])[C@:3]2([H:11])[C@@:4]1([H:13])[C:5](=[O:6])[C:7]2([H:14])[H:15].[O:1]([H:8])[H:12],"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h4,6H,1-3H2","InChI=1S/C5H6O.H2O/c6-5-2-3-1-4(3)5;/h3-4H,1-2H2;1H2/t3-,4-;/m0./s1",80.89771,15.87646,
9696,[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5][C:7]1([H:14])[H:15])([O:6][H:10])[H:9])[H:8],"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h4,6H,1-3H2","InChI=1S/C5H8O2/c6-5(7)4-2-1-3-4/h4-7H,2-3H2",82.57087,79.12579000000001,
9697,[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],[C:2](=[C:3]1[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10].[O:1]([H:8])[H:11],"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h4,6H,1-3H2",InChI=1S/C5H6O.H2O/c1-4-2-5(6)3-4;/h1-3H2;1H2,69.8447,10.61318,"1,3_Insertion_ROR"
9698,[O:1]([C:2]([C:3]1([H:11])[C:4]([H:12])([H:13])[C:5](=[O:6])[C:7]1([H:14])[H:15])([H:9])[H:10])[H:8],[C:4](=[C:5]=[O:6])([H:12])[H:13].[O:1](/[C:2](=[C:3](\[C:7]([H:10])([H:14])[H:15])[H:11])[H:9])[H:8],"InChI=1S/C5H8O2/c6-3-4-1-5(7)2-4/h4,6H,1-3H2","InChI=1S/C3H6O.C2H2O/c1-2-3-4;1-2-3/h2-4H,1H3;1H2/b3-2-;",103.03675,18.150679999999998,
9699,[C:1]([C@@:2]12[O:3][C@@:4]3([H:11])[C@:5]1([H:12])[O:6][C@@:7]23[H:13])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:13])[O:3][C@@:4]2([H:11])[C@:5]1([H:12])[O+:6]=[C-:7]2)([H:8])([H:9])[H:10],"InChI=1S/C5H6O2/c1-5-3-2(7-5)4(5)6-3/h2-4H,1H3/t2-,3-,4+,5+","InChI=1S/C5H6O2/c1-3-5-4(7-3)2-6-5/h3-5H,1H3/t3-,4-,5-/m1/s1",51.16093,7.58413,
9700,[C:1]([C@@:2]12[O:3][C@@:4]3([H:11])[C@:5]1([H:12])[O:6][C@@:7]23[H:13])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([C:7](=[O:6])[H:13])[O:3][C:4]([H:11])=[C:5]1[H:12])([H:8])([H:9])[H:10],"InChI=1S/C5H6O2/c1-5-3-2(7-5)4(5)6-3/h2-4H,1H3/t2-,3-,4+,5+","InChI=1S/C5H6O2/c1-5(4-6)2-3-7-5/h2-4H,1H3/t5-/m1/s1",38.58209,-55.004690000000004,
9701,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1]([C@@:2](/[C:3](=[C:4](\[C:5]([H:14])([H:15])[H:16])[H:13])[H:12])([C:7](=[C:6]([H:17])[H:18])[H:19])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C7H12/c1-5-6-3-2-4-7(5)6/h5-7H,2-4H2,1H3/t5-,6+,7-","InChI=1S/C7H12/c1-4-6-7(3)5-2/h4-7H,2H2,1,3H3/b6-4-/t7-/m1/s1",85.9215,9.17044,
9702,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1](=[C:2]([C:7]1=[C:3]([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])[H:11])([H:8])[H:9].[H:10][H:19],"InChI=1S/C7H12/c1-5-6-3-2-4-7(5)6/h5-7H,2-4H2,1H3/t5-,6+,7-","InChI=1S/C7H10.H2/c1-2-7-5-3-4-6-7;/h2,5H,1,3-4,6H2;1H",114.77181999999999,14.794870000000001,
9703,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1]([C:2][C:7]1([H:19])[C:3]([H:11])([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])([H:8])([H:9])[H:10],"InChI=1S/C7H12/c1-5-6-3-2-4-7(5)6/h5-7H,2-4H2,1H3/t5-,6+,7-","InChI=1S/C7H12/c1-2-7-5-3-4-6-7/h7H,3-6H2,1H3",67.65522,61.691930000000006,
9704,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([C:5]([C:6]([H:17])([H:18])[H:19])([H:15])[H:16])([H:13])[H:14])([H:12])[C:7]1)([H:8])([H:9])[H:10],"InChI=1S/C7H12/c1-5-6-3-2-4-7(5)6/h5-7H,2-4H2,1H3/t5-,6+,7-","InChI=1S/C7H12/c1-3-4-7-5-6(7)2/h6-7H,3-4H2,1-2H3/t6-,7+/m1/s1",90.20000999999999,85.05145999999999,
9705,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C@:3]([C:4]([C:5]([H:15])([H:16])[H:17])([H:13])[H:14])([H:12])[C@:7]1([C:6][H:18])[H:19])([H:8])([H:9])[H:10],"InChI=1S/C7H12/c1-5-6-3-2-4-7(5)6/h5-7H,2-4H2,1H3/t5-,6+,7-","InChI=1S/C7H12/c1-4-7-5(2)6(7)3/h2,5-7H,4H2,1,3H3/t5-,6+,7-/m0/s1",86.61886,78.60745,
9706,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1]([C:2]([C@@:7]1([H:19])[C:3][C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])([H:11])[H:12])([H:8])([H:9])[H:10],"InChI=1S/C7H12/c1-5-6-3-2-4-7(5)6/h5-7H,2-4H2,1H3/t5-,6+,7-","InChI=1S/C7H12/c1-2-7-5-3-4-6-7/h7H,2-5H2,1H3/t7-/m1/s1",64.91238,58.01699,
9707,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1]([C@@:2]([C:3](=[C:4]([H:13])[H:14])[H:12])([C:7]([C:6](=[C:5]([H:15])[H:16])[H:18])([H:17])[H:19])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C7H12/c1-5-6-3-2-4-7(5)6/h5-7H,2-4H2,1H3/t5-,6+,7-","InChI=1S/C7H12/c1-4-6-7(3)5-2/h4-5,7H,1-2,6H2,3H3/t7-/m0/s1",86.46179000000001,10.55803,
9708,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5][C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10].[H:15][H:16],"InChI=1S/C7H12/c1-5-6-3-2-4-7(5)6/h5-7H,2-4H2,1H3/t5-,6+,7-","InChI=1S/C7H10.H2/c1-5-6-3-2-4-7(5)6;/h5-7H,3-4H2,1H3;1H/t5-,6+,7-;",98.90526,91.34671,
9709,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1](=[C:2]([C:3]1([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:10])([H:17])[C:7]1([H:18])[H:19])[H:11])([H:8])[H:9],"InChI=1S/C7H12/c1-5-6-3-2-4-7(5)6/h5-7H,2-4H2,1H3/t5-,6+,7-","InChI=1S/C7H12/c1-2-7-5-3-4-6-7/h2,7H,1,3-6H2",81.90865,-5.38641,
9710,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[C:3][C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C:7]1([H:12])[H:19])([H:8])([H:9])[H:10],"InChI=1S/C7H12/c1-5-6-3-2-4-7(5)6/h5-7H,2-4H2,1H3/t5-,6+,7-","InChI=1S/C7H12/c1-7-5-3-2-4-6-7/h7H,2-5H2,1H3/t7-/m1/s1",67.46222,60.652440000000006,
9711,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1]([C:2]1([H:11])[C:3]([H:12])=[C:7]1[H:19])([H:8])([H:9])[H:10].[C:4](=[C:5]([C:6]([H:15])([H:17])[H:18])[H:16])([H:13])[H:14],"InChI=1S/C7H12/c1-5-6-3-2-4-7(5)6/h5-7H,2-4H2,1H3/t5-,6+,7-","InChI=1S/C4H6.C3H6/c1-4-2-3-4;1-3-2/h2-4H,1H3;3H,1H2,2H3",118.46001000000001,59.69491,
9712,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:3](\[C:7](=[C:6]([H:17])[H:18])[H:19])[H:12])[H:11])([H:8])([H:9])[H:10].[C:4](=[C:5]([H:15])[H:16])([H:13])[H:14],"InChI=1S/C7H12/c1-5-6-3-2-4-7(5)6/h5-7H,2-4H2,1H3/t5-,6+,7-","InChI=1S/C5H8.C2H4/c1-3-5-4-2;1-2/h3-5H,1H2,2H3;1-2H2/b5-4-;",88.19484,29.68347,
9713,[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])([H:16])[C:6]([H:17])([H:18])[C@@:7]12[H:19])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:7]1/[C:3]([H:12])=[C:4]([H:14])[C:5]([H:15])([H:16])[C:6]1([H:17])[H:18])[H:11])([H:8])([H:9])[H:10].[H:13][H:19],"InChI=1S/C7H12/c1-5-6-3-2-4-7(5)6/h5-7H,2-4H2,1H3/t5-,6+,7-","InChI=1S/C7H10.H2/c1-2-7-5-3-4-6-7;/h2-3,5H,4,6H2,1H3;1H/b7-2-;",119.29346000000001,13.179910000000001,
9714,[C:1]([C@@:2]([O:3][H:12])([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:4](=[O:5])[C:6](=[O:7])[H:15])([H:11])[H:13])([H:8])([H:9])[H:10].[O:3]([H:12])[H:14],"InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h2-4,6-7H,1H3/t3-,4+/m1/s1","InChI=1S/C4H6O2.H2O/c1-2-4(6)3-5;/h3H,2H2,1H3;1H2",72.88639,8.55775,
9715,[C:1]([C@@:2]([O:3][H:12])([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2](=[O:3])[H:11])([H:8])([H:9])[H:10].[C:4](\[O:5][H:14])(=[C:6](\[O:7][H:12])[H:15])[H:13],"InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h2-4,6-7H,1H3/t3-,4+/m1/s1","InChI=1S/C2H4O2.C2H4O/c3-1-2-4;1-2-3/h1-4H;2H,1H3/b2-1-;",35.20223,22.625339999999998,Retroene
9716,[C:1]([C@@:2]([O:3][H:12])([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C:4]([C:2](=[O:3])[H:11])([C:6](=[O:7])[H:15])[H:13])([H:8])([H:9])[H:10].[O:5]([H:12])[H:14],"InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h2-4,6-7H,1H3/t3-,4+/m1/s1","InChI=1S/C4H6O2.H2O/c1-4(2-5)3-6;/h2-4H,1H3;1H2",77.92325,6.0907,
9717,[C:1]([C@@:2]([O:3][H:12])([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],[C-:6]#[O+:7].[C:1](/[C:2]([O:3][H:12])=[C:4](\[O:5][H:14])[H:13])([H:8])([H:9])[H:10].[H:11][H:15],"InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h2-4,6-7H,1H3/t3-,4+/m1/s1","InChI=1S/C3H6O2.CO.H2/c1-3(5)2-4;1-2;/h2,4-5H,1H3;;1H/b3-2+;;",75.88041,29.88925,
9718,[C:1]([C@@:2]([O:3][H:12])([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]([O:3][H:12])([C@@:4]1([H:13])[O:5][C@@:6]1([O:7][H:14])[H:15])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h2-4,6-7H,1H3/t3-,4+/m1/s1","InChI=1S/C4H8O3/c1-2(5)3-4(6)7-3/h2-6H,1H3/t2-,3-,4+/m1/s1",53.35516,17.8122,
9719,[C:1]([C@@:2]([O:3][H:12])([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1](/[C:2](=[C:4](/[O:5][H:14])[H:13])[H:11])([H:8])([H:9])[H:10].[O:3]([C:6](=[O:7])[H:15])[H:12],"InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h2-4,6-7H,1H3/t3-,4+/m1/s1","InChI=1S/C3H6O.CH2O2/c1-2-3-4;2-1-3/h2-4H,1H3;1H,(H,2,3)/b3-2+;",56.793330000000005,5.3890199999999995,
9720,[C:1]([C@@:2]([O:3][H:12])([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]([O:3][H:12])([C:4](=[O:5])[C:6](=[O:7])[H:15])[H:11])([H:8])([H:9])[H:10].[H:13][H:14],"InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h2-4,6-7H,1H3/t3-,4+/m1/s1","InChI=1S/C4H6O3.H2/c1-3(6)4(7)2-5;/h2-3,6H,1H3;1H/t3-;/m1./s1",90.19445,28.22611,
9721,[C:1]([C@@:2]([O:3][H:12])([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([H:11])[O:3][C@@:6]([O:7][H:12])([H:15])[C@@:4]1([O:5][H:14])[H:13])([H:8])([H:9])[H:10],"InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h2-4,6-7H,1H3/t3-,4+/m1/s1","InChI=1S/C4H8O3/c1-2-3(5)4(6)7-2/h2-6H,1H3/t2-,3-,4+/m1/s1",48.9664,11.99167,
9722,[C:1]([C@@:2]([O:3][H:12])([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1]([C@@:2]([O:3][H:12])([C:4](=[O:5])[C:6]([O:7][H:14])([H:13])[H:15])[H:11])([H:8])([H:9])[H:10],"InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h2-4,6-7H,1H3/t3-,4+/m1/s1","InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h3,5-6H,2H2,1H3/t3-/m1/s1",42.45948,-2.6329599999999997,
9723,[C:1]([C@@:2]([O:3][H:12])([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:8])([H:9])[H:10],[C:1](=[C:2]([C@@:4]([O:5][H:14])([C:6](=[O:7])[H:15])[H:13])[H:11])([H:9])[H:10].[O:3]([H:8])[H:12],"InChI=1S/C4H8O3/c1-3(6)4(7)2-5/h2-4,6-7H,1H3/t3-,4+/m1/s1","InChI=1S/C4H6O2.H2O/c1-2-4(6)3-5;/h2-4,6H,1H2;1H2/t4-;/m1./s1",67.88035,14.72592,"1,3_Insertion_ROR"
9724,[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[N:5]2[C:6]([H:14])([H:15])[C@@:7]12[H:16])([H:8])([H:9])[H:10],[C:1](=[C:2]([O:3][H:11])[C:4](/[N:5]=[C:7](\[C:6]([H:9])([H:14])[H:15])[H:16])([H:12])[H:13])([H:8])[H:10],"InChI=1S/C5H9NO/c1-5(7)3-6-2-4(5)6/h4,7H,2-3H2,1H3/t4-,5+,6?/m0/s1","InChI=1S/C5H9NO/c1-3-6-4-5(2)7/h3,7H,2,4H2,1H3/b6-3-",78.84255,-23.6194,
9725,[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[N:5]2[C:6]([H:14])([H:15])[C@@:7]12[H:16])([H:8])([H:9])[H:10],[C:1](/[C:2]([O:3][H:11])=[C:7](/[C:6]([N:5]=[C:4]([H:12])[H:13])([H:14])[H:15])[H:16])([H:8])([H:9])[H:10],"InChI=1S/C5H9NO/c1-5(7)3-6-2-4(5)6/h4,7H,2-3H2,1H3/t4-,5+,6?/m0/s1","InChI=1S/C5H9NO/c1-5(7)3-4-6-2/h3,7H,2,4H2,1H3/b5-3-",45.65303,-24.99697,
9726,[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[N:5]2[C:6]([H:14])([H:15])[C@@:7]12[H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([O:3][H:11])[C-:4]([H:12])[N+:5]2([H:13])[C:6]([H:14])([H:15])[C@@:7]12[H:16])([H:8])([H:9])[H:10],"InChI=1S/C5H9NO/c1-5(7)3-6-2-4(5)6/h4,7H,2-3H2,1H3/t4-,5+,6?/m0/s1","InChI=1S/C5H9NO/c1-5(7)3-6-2-4(5)6/h3-4,6-7H,2H2,1H3/t4-,5+/m0/s1",81.70868,50.85344,
9727,[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[N:5]2[C:6]([H:14])([H:15])[C@@:7]12[H:16])([H:8])([H:9])[H:10],[C:1]([C:4]([N:5]1[C:6]([H:14])([H:15])[C@:7]1([C:2][O:3][H:11])[H:16])([H:12])[H:13])([H:8])([H:9])[H:10],"InChI=1S/C5H9NO/c1-5(7)3-6-2-4(5)6/h4,7H,2-3H2,1H3/t4-,5+,6?/m0/s1","InChI=1S/C5H9NO/c1-2-6-3-5(6)4-7/h5,7H,2-3H2,1H3/t5-,6?/m0/s1",114.53191000000001,42.9467,
9728,[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[N:5]2[C:6]([H:14])([H:15])[C@@:7]12[H:16])([H:8])([H:9])[H:10],[C:1]([C:2]1=[C:7]2[N:5]([C:4]1([H:12])[H:13])[C:6]2([H:14])[H:15])([H:8])([H:9])[H:10].[O:3]([H:11])[H:16],"InChI=1S/C5H9NO/c1-5(7)3-6-2-4(5)6/h4,7H,2-3H2,1H3/t4-,5+,6?/m0/s1","InChI=1S/C5H7N.H2O/c1-4-2-6-3-5(4)6;/h2-3H2,1H3;1H2",81.61178000000001,56.75609,"1,3_Insertion_ROR"
9729,[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[N:5]2[C:6]([H:14])([H:15])[C@@:7]12[H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[N+:5]([C-:6]([H:14])[H:15])=[C:7]1[H:16])([H:8])([H:9])[H:10],"InChI=1S/C5H9NO/c1-5(7)3-6-2-4(5)6/h4,7H,2-3H2,1H3/t4-,5+,6?/m0/s1","InChI=1S/C5H9NO/c1-5(7)3-6(2)4-5/h3,7H,2,4H2,1H3/t5-/m0/s1",51.91744,13.995029999999998,
9730,[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[N:5]2[C:6]([H:14])([H:15])[C@@:7]12[H:16])([H:8])([H:9])[H:10],[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[N+:5]2([H:15])[C-:6]([H:14])[C@@:7]12[H:16])([H:8])([H:9])[H:10],"InChI=1S/C5H9NO/c1-5(7)3-6-2-4(5)6/h4,7H,2-3H2,1H3/t4-,5+,6?/m0/s1","InChI=1S/C5H9NO/c1-5(7)3-6-2-4(5)6/h2,4,6-7H,3H2,1H3/t4-,5+/m0/s1",61.418659999999996,47.656909999999996,
9731,[C:1]([C@@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[N:5]2[C:6]([H:14])([H:15])[C@@:7]12[H:16])([H:8])([H:9])[H:10],[C:1]([C@:2]12[O:3][C@@:7]1([H:16])[C:6]([H:14])([H:15])[N:5]([H:11])[C:4]2([H:12])[H:13])([H:8])([H:9])[H:10],"InChI=1S/C5H9NO/c1-5(7)3-6-2-4(5)6/h4,7H,2-3H2,1H3/t4-,5+,6?/m0/s1","InChI=1S/C5H9NO/c1-5-3-6-2-4(5)7-5/h4,6H,2-3H2,1H3/t4-,5+/m0/s1",50.784,-22.23772,
